ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL","Portfolio Categories","Portfolio Tags",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
1774,"Star Tech",,,2026-01-31,portfolio,https://perseetech.com/,https://younessweb.me/wp-content/uploads/2026/01/Screenshot-2026-01-31-at-12.46.35-scaled.png,"Screenshot 2026-01-31 at 12.46.35",,,,https://younessweb.me/wp-content/uploads/2026/01/Screenshot-2026-01-31-at-12.46.35-scaled.png,,E-commerce,,publish,1,123,younes.masroure@gmail.com,,,star-tech,,default,0,0,0,open,closed,2026-01-31
1778,"Auralux Parfums",,,2025-12-10,portfolio,https://auraluxparfums.com/,https://younessweb.me/wp-content/uploads/2026/02/Screenshot-2026-02-10-at-14.46.59-scaled.png|https://younessweb.me/wp-content/uploads/2026/02/Screenshot-2026-02-10-at-14.49.34-scaled.png|https://younessweb.me/wp-content/uploads/2026/02/Screenshot-2026-02-10-at-14.48.22-scaled.png,"Screenshot 2026-02-10 at 14.46.59|Screenshot 2026-02-10 at 14.49.34|Screenshot 2026-02-10 at 14.48.22",||,||,||,https://younessweb.me/wp-content/uploads/2026/02/Screenshot-2026-02-10-at-14.46.59-scaled.png,,E-commerce,,publish,1,123,younes.masroure@gmail.com,,,star-tech-2,,default,0,0,0,open,closed,2026-02-10
1785,Fresco,,,2025-11-10,portfolio,https://fresco.ma/,https://younessweb.me/wp-content/uploads/2026/02/Screenshot-2026-02-10-at-14.48.22-scaled.png,"Screenshot 2026-02-10 at 14.48.22",,,,https://younessweb.me/wp-content/uploads/2026/02/Screenshot-2026-02-10-at-14.48.22-scaled.png,,E-commerce,,publish,1,123,younes.masroure@gmail.com,,,fresco,,default,0,0,0,open,closed,2026-02-10
1788,"5 w Khmis",,,2026-02-01,portfolio,https://5wkhmis.com/,https://younessweb.me/wp-content/uploads/2026/03/Screenshot-2026-03-26-at-00.01.32-scaled.png|https://younessweb.me/wp-content/uploads/2026/03/Screenshot-2026-03-26-at-00.00.15-scaled.png|https://younessweb.me/wp-content/uploads/2026/03/Screenshot-2026-03-25-at-23.59.48-scaled.png,"Screenshot 2026-03-26 at 00.01.32|Screenshot 2026-03-26 at 00.00.15|Screenshot 2026-03-25 at 23.59.48",||,||,||,https://younessweb.me/wp-content/uploads/2026/03/Screenshot-2026-03-26-at-00.01.32-scaled.png,,E-commerce,,publish,1,123,younes.masroure@gmail.com,,,5-w-khmis,,default,0,0,0,open,closed,2026-04-27
1793,"Light Way Pro",,,2026-03-25,portfolio,#,https://younessweb.me/wp-content/uploads/2026/03/Screenshot-2026-03-26-at-00.00.15-scaled.png,"Screenshot 2026-03-26 at 00.00.15",,,,https://younessweb.me/wp-content/uploads/2026/03/Screenshot-2026-03-26-at-00.00.15-scaled.png,,Business,,publish,1,123,younes.masroure@gmail.com,,,light-way-pro,,default,0,0,0,open,closed,2026-06-18
1796,"Cutt Salons",,,2026-03-25,portfolio,https://cuttsalons.com/,https://younessweb.me/wp-content/uploads/2026/03/Screenshot-2026-03-25-at-23.59.48-scaled.png,"Screenshot 2026-03-25 at 23.59.48",,,,https://younessweb.me/wp-content/uploads/2026/03/Screenshot-2026-03-25-at-23.59.48-scaled.png,,Booking,,publish,1,123,younes.masroure@gmail.com,,,cutt-salons,,default,0,0,0,open,closed,2026-03-25
1900,"Mille & Un Fil",,,2026-03-10,portfolio,https://1001fil.com/,https://younessweb.me/wp-content/uploads/2026/04/Screenshot-2026-04-27-at-20.55.22-scaled.png,"Screenshot 2026-04-27 at 20.55.22",,,,https://younessweb.me/wp-content/uploads/2026/04/Screenshot-2026-04-27-at-20.55.22-scaled.png,,"Business|Landing Page",,publish,1,123,younes.masroure@gmail.com,,,mille-un-fil,,default,0,0,0,open,closed,2026-04-27
1904,"AMA Aménagement",,,2025-02-10,portfolio,https://ama-textile.com/,https://younessweb.me/wp-content/uploads/2026/05/Screenshot-2026-05-06-at-23.06.41-scaled.png,"Screenshot 2026-05-06 at 23.06.41",,,,https://younessweb.me/wp-content/uploads/2026/05/Screenshot-2026-05-06-at-23.06.41-scaled.png,,"Business|Landing Page",,publish,1,123,younes.masroure@gmail.com,,,ama-amenagement,,default,0,0,0,open,closed,2026-06-18
1909,Mawlo,,,2026-06-04,portfolio,https://mawlo.co/,https://younessweb.me/wp-content/uploads/2026/06/Screenshot-2026-06-04-at-22.15.34-scaled.png,"Screenshot 2026-06-04 at 22.15.34",,,,https://younessweb.me/wp-content/uploads/2026/06/Screenshot-2026-06-04-at-22.15.34-scaled.png,,E-commerce,,publish,1,123,younes.masroure@gmail.com,,,mawlo,,default,0,0,0,open,closed,2026-06-04
1913,"Nakama Store",,,2026-06-18,portfolio,https://nakamastore.ma/,https://younessweb.me/wp-content/uploads/2026/06/Screenshot-2026-06-19-at-00.23.44-scaled.png,"Screenshot 2026-06-19 at 00.23.44",,,,https://younessweb.me/wp-content/uploads/2026/06/Screenshot-2026-06-19-at-00.23.44-scaled.png,,E-commerce,,publish,1,123,younes.masroure@gmail.com,,,nakama-storenakama-store,,default,0,0,0,open,closed,2026-06-18
